Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class,id
87301,1149.522,453.133817801956,248.93938209157105,1.82025766270792,0.835577378898654,89077,333.39928838395,0.7008863340772971,0.980062193383253,0.830222516405402,0.7357634219427509,0.0051904768307574,0.0009382958442739,0.541347813068907,0.985392504928852,CALI,10
93262,1206.743,410.561395986062,290.601620755532,1.41279802541585,0.7063975930039151,94988,344.5937701426,0.729726769115208,0.981829283698994,0.804794522969061,0.839323359457541,0.0044022366664457,0.0013476291315478,0.7044637017310931,0.995264926782832,BARBUNYA,11
76106,1067.897,424.817613773642,229.62718965189603,1.85003184691519,0.84132394676868,76853,311.289525669616,0.681953405017921,0.990280145212288,0.838629292591428,0.7327604025276641,0.0055819201347284,0.0009926847527176,0.536937807512504,0.99335204371095,CALI,12
28532,626.691,230.33599447234295,157.911679199269,1.4586381174611005,0.728005767295328,28861,190.59924105406003,0.720486856392515,0.988600533592045,0.912925133760856,0.8274835267960942,0.0080729004090965,0.0023347844097929,0.684728987118903,0.9987718007421608,DERMASON,13
80301,1093.43,428.40450729531096,239.91834924031104,1.78562627098691,0.8284739489722099,80972,319.753668754212,0.7938332871999679,0.991713184804624,0.8440124386607809,0.7463825970761709,0.0053349834659009,0.0010213129984642,0.5570869812181701,0.994749148887954,CALI,14
24873,579.111,205.71280932660704,154.319984731725,1.33302766770114,0.6612427738046059,25155,177.95866710053102,0.77168652271035,0.988789505068575,0.931996765931149,0.865083062562183,0.0082705266484383,0.0028572231767132,0.7483687051319659,0.997596189582586,DERMASON,15
82831,1106.714,420.295081386752,252.156546878096,1.66680217741855,0.800036582604813,83834,324.75175862488896,0.7483556792309641,0.988035880430374,0.849829809710672,0.7726756105576591,0.0050741278191347,0.0011156551685624,0.5970275991506501,0.995126902243271,CALI,16
80388,1087.792,428.2023714817,241.228203816808,1.7750924838245,0.8262177259553171,81386,319.92683620192,0.768175215962082,0.987737448701251,0.8537080307031261,0.747139337633475,0.0053266951719373,0.0010238681167497,0.558217189839388,0.9908871380255307,CALI,17
44868,898.66,271.60776666245204,210.955510611036,1.28751207245421,0.629880886480293,45687,239.01404120506697,0.7378027724335259,0.9820736752249,0.698161269244581,0.8799970786627328,0.0060534850374978,0.0022392890566005,0.774394858454944,0.997042729107212,SEKER,18
85453,1115.353,438.228090665781,250.243982999496,1.75120330732054,0.820925071281561,86451,329.85169215308497,0.8308507535245501,0.988455888306671,0.8632021206689959,0.752694085976907,0.0051282938067216,0.001015375490878,0.5665483870646121,0.9921414091846652,CALI,19
68400,1028.492,404.309689529594,216.152904751459,1.8704800196624,0.8450912288669961,69136,295.109445561956,0.767676767676768,0.989354316130525,0.812576259846769,0.7299094065870891,0.0059109603732396,0.0010349363786781,0.5327677418243171,0.996531416203041,CALI,20
34276,689.6260000000001,229.558977214963,190.41150657850105,1.20559403861616,0.55855630265462,34738,208.905621358886,0.7631133671742809,0.986700443318556,0.905675761120146,0.910030284562838,0.0066973677563006,0.0028333960937695,0.82815511882152,0.9984188743006808,SEKER,21
37583,717.057,259.202828517382,185.135285607713,1.40007253434449,0.699891978706024,38057,218.75136984664,0.79963829787234,0.987544998292036,0.9185312755296328,0.8439389766611709,0.0068968104865865,0.002158103329453,0.712232996327905,0.997177856212583,DERMASON,22
30879,654.628,243.412625177618,161.676060164108,1.50555762510877,0.7475498307858058,31244,198.283544203439,0.7361081313022959,0.988317757009346,0.9054905811208672,0.8145984377710551,0.0078827884704044,0.0021410850886764,0.663570614819043,0.999043798938927,DERMASON,23
-78630,1108.853,412.014975413864,244.017735691884,1.68846323504168,0.805750936380672,79898,316.40926883156504,0.805635245901639,0.98412976545095,0.8036189849239219,0.7679557484864141,0.005239920837007,0.001124214729409,0.589756031633328,0.9957813770569508,BARBUNYA,24
44920,804.3689999999999,304.97692346842604,188.539597454908,1.61757491574875,0.7860134551024001,45476,239.152504376399,0.68465172991922,0.987773770780192,0.872446816199626,0.7841659023134508,0.0067893348946666,0.0015835756327443,0.614916162351069,0.994672959507576,SIRA,25
86549,1132.936,441.047025111319,252.061117644014,1.74976223716587,0.8205977344886499,87468,331.960252676858,0.830700272584175,0.989493300407006,0.8473467424317059,0.7526640783782009,0.0050959228311282,0.0010088053182399,0.5665032148809059,0.9912459326316728,CALI,26
43233,784.198,297.14704396066503,186.689073963018,1.5916681016883103,0.777994016681256,43729,234.618765740371,0.7187292193110791,0.988657412700954,0.8834333218802479,0.7895712594449671,0.0068731534698185,0.0016477872200591,0.6234227737415121,0.9922821428304128,SIRA,27
50836,923.618,358.51514720747497,181.38889920041905,1.97649993350115,0.8625658174879491,51671,254.41384690334095,0.8047618293783342,0.983840065026804,0.7488528014692671,0.709632072410347,0.0070523870329584,0.0011031862577124,0.503577678193404,0.995321247461926,HOROZ,28
47843,826.176,311.096945011188,196.539636928437,1.58287127153116,0.7751613478456159,48357,246.810857821864,0.699264824098569,0.989370721922369,0.880811789113865,0.793356739047979,0.006502454800309,0.0015890265928092,0.6294149153928421,0.996282787448547,SIRA,29
31905,663.9889999999999,250.59393941132004,162.61814966397802,1.5409961306848503,0.7608473513545481,32220,201.550757068227,0.753898865784499,0.990223463687151,0.909383025947927,0.80429222487063,0.0078543782921586,0.0020274355563399,0.646885982987348,0.996848796777772,DERMASON,30
31344,664.552,247.444343538499,162.140310788828,1.52611242901077,0.755403668150236,31725,199.770919530794,0.727373990531885,0.9879905437352248,0.891879833144677,0.8073367799563879,0.007894472420192,0.0020688158134396,0.651792676270349,0.9947089043943708,DERMASON,31
164968,1551.497,575.814338497047,367.220200638192,1.5680355751027302,0.7702511831927991,166784,458.305336228884,0.786258304974882,0.989111665387567,0.861207281126665,0.7959255363892509,0.0034904608075326,0.000864076678758,0.633497459476517,0.993346553196377,BOMBAY,32
37210,721.779,273.649204179235,173.83327595970903,1.5742049539621,0.772313726358278,37664,217.663142170638,0.7808040960214871,0.9879460492778248,0.89755495670465,0.7954093739226541,0.0073541844713581,0.0018158380053108,0.632676072124029,0.9959618069909292,SIRA,33
48290,856.955,325.499070376907,189.92015562511003,1.71387322901852,0.8121320152961959,49146,247.96116150571,0.7461141497481539,0.982582509258129,0.826325272091503,0.76178761806781,0.0067405067379769,0.0014002576296512,0.580320375041428,0.994595555037491,HOROZ,34
60981,984.126,395.899823657738,200.850247237117,1.97111942406699,0.8617542562431079,62440,278.64569021877,0.6828932338910172,0.976633568225497,0.7912304535572771,0.703828780837407,0.0064921831989921,0.0009827399630457,0.495374952735071,0.9764431915323648,HOROZ,35
28608,636.556,231.66835356869,157.454941373046,1.47133110938586,0.7335303763472171,28983,190.85291953696603,0.743605739238927,0.9870613808094398,0.8872053031119169,0.8238195532406971,0.0080980269004715,0.0023008449880417,0.678678656301702,0.998561020292888,DERMASON,36
58962,931.901,0.0,224.666620649266,1.49485529273353,0.7432974393563729,59755,273.994069345807,0.7001282416642919,0.986729144004686,0.853183631693864,0.81583711004465,0.0056959412329654,0.0015565357056126,0.6655901901260071,0.9949610185013772,BARBUNYA,37
156208,1462.0,518.8727298659339,385.17032677896,1.3471253982753,0.67004399251978,157666,445.971078438939,0.8107962213225369,0.990752603605089,0.918371485254265,0.859499936630257,0.0033216783382793,0.0011182032059619,0.7387401410674159,0.995175606757394,BOMBAY,38
40116,724.693,254.822446605961,200.698720679094,1.26967648694387,0.616184037130251,40460,226.002826479219,0.7788002329644731,0.9914977755808208,0.959885328992344,0.886903133885583,0.0063521399592671,0.0024244016962128,0.786597168896068,0.998723930043951,SEKER,39
81186,1087.941,420.37568577789705,248.21097476099095,1.69362247653508,0.807073957611796,82401,321.510848462177,0.7453248505880079,0.985255033312702,0.861946520395459,0.764817898226505,0.0051779332123506,0.0010928696817922,0.584946417447609,0.990678400157944,CALI,40
41619,741.44,261.10938119695703,203.272933982042,1.28452606100537,0.6276480216418331,41975,230.197646843604,0.79638346727899,0.991518761167361,0.9513700620195,0.881613850059121,0.0062738023786481,0.0023378907593862,0.7772429806160659,0.998388864334828,SEKER,41
44901,760.063,256.06656435387004,223.63043560980304,1.14504344480491,0.487130289236967,45226,239.10192136023,0.799007046764894,0.992813868128952,0.97671238417739,0.933749089669527,0.0057029145086717,0.0026742215833308,0.87188736245867,0.99834890899154,SEKER,42
45984,790.582,293.521865549339,199.76242601292705,1.46935473005492,0.7326822748593891,46363,241.968277311514,0.7502692119432209,0.991825377995384,0.9245337428622628,0.824362017659774,0.0063831303398864,0.0018183830287267,0.679572736160094,0.998533414293196,SEKER,43
50523,885.288,360.762417348722,179.345143619379,2.01155386796735,0.867677145416407,51122,253.62941769174705,0.806329598774299,0.988282931027738,0.8100835994025509,0.7030372497104721,0.0071405581091527,0.0010760321948392,0.494261374480465,0.99423337962304,HOROZ,44
36398,708.613,258.492114872967,179.585319384054,1.43938332910256,0.719259066284185,36836,215.275109915825,0.777535674613347,0.988109458138777,0.910896752343028,0.832811128577827,0.0071018219372758,0.0021073449039859,0.693574375883073,0.9983193941388108,SIRA,45
48836,832.466,311.847709365471,200.316107813656,1.55677799838028,0.766409461804391,49425,249.359031131191,0.8019837750845731,0.9880829539706628,0.885557854401107,0.79961796621361,0.0063856112164278,0.0016103208274647,0.63938889189159,0.995386559305576,SIRA,46
33478,679.068,249.74098085573,171.049939456922,1.46004717481134,0.7286282633367149,33879,206.459471758124,0.711193253032524,0.9881637592608988,0.91231084605539,0.8266944057426899,0.0074598536607841,0.0021492654918752,0.68342364048626,0.997830755491246,DERMASON,47
-28608,637.89,235.021923529806,155.704338005035,1.5094115330441498,0.7490532063737859,29052,190.85291953696603,0.694790528233151,0.984717059066501,0.883498412167697,0.812064324342753,0.0082152518012376,0.0022037502159643,0.659448466870252,0.995379121342245,DERMASON,48
25223,574.4730000000001,205.41970589549305,156.453827931628,1.31297334562669,0.64801204818167,25498,179.206364387136,0.775972927241963,0.989214840379638,0.960433633479862,0.87239130056153,0.0081441424848548,0.0029098488509992,0.7610665812954379,0.9992601354881412,DERMASON,49
39728,727.9169999999999,249.827595343177,202.921799755539,1.23115207752023,0.5833131738582329,40129,224.90722672524,0.7675573330242079,0.990007226693912,0.9421994403499292,0.900249735888045,0.0062884513527783,0.0025478595199034,0.810449586966495,0.9977866927192142,SEKER,50
58646,978.805,405.787300674202,185.152762615068,2.1916351392381497,0.8898360873545501,59315,273.258863242418,0.779203869047619,0.988721234089185,0.769229447921436,0.673404176987321,0.0069192664576305,0.0008776938226403,0.453473185583971,0.9938477682280942,HOROZ,51
55608,918.716,348.450155755728,205.406232493872,1.6963952433435698,0.8077791294945891,56288,266.087024493178,0.7594957455235809,0.9879192723138148,0.827912766736905,0.763630091988569,0.0062661875225817,0.0013143628836825,0.5831309173904711,0.989220514507766,CALI,52
-72106,1031.093,401.44949435503503,231.005288472368,1.73783681321675,0.8178524264739241,73362,302.99869737785,0.724799967834024,0.982879419863144,0.8522864644906141,0.754761686434914,0.0055674908378641,0.0011144963705832,0.569665203310075,0.989985161520852,CALI,53
39122,711.6419999999999,241.642502633028,206.459177939004,1.17041298451948,0.5196170578402309,39447,223.185298505813,0.79168690302736,0.991761097168352,0.970750828031842,0.923617724836907,0.0061766398096474,0.0027726884534464,0.8530697016329041,0.99844385549131,SEKER,54
166256,1577.223,597.5389311783821,360.22873576289703,1.6587764158039902,0.7978515230132709,169300,460.090984208003,0.6964768966528421,0.982020082693444,0.839848572404543,0.769976582614754,0.0035940894234095,0.0007792534068949,0.5928639377750949,0.983428717762015,BOMBAY,55
30120,634.91,233.65023091104,164.70179239861,1.4186259148021998,0.7092992761803929,30433,195.831496668496,0.813394544963543,0.9897151118851252,0.9389457419488928,0.8381395383386421,0.007757311783235,0.0023613280377496,0.702477885726511,0.996553333267086,DERMASON,56
44807,810.3439999999999,307.601634550437,186.838333342886,1.6463518435798,0.794393412457232,45421,238.8515109455,0.7647811838601759,0.986482023733515,0.8574659625314741,0.7764962344708729,0.006865035252314,0.0015395009118394,0.6029464021474461,0.992661920755253,SIRA,57
56476,974.851,385.347399790484,187.347537220558,2.05685863559993,0.8738596437979409,57232,268.155694566539,0.7790222908850141,0.98679060665362,0.7467879652653959,0.695880378879777,0.006823206314018,0.0009869760882669,0.484249501709863,0.996032769376895,HOROZ,58
34961,695.0369999999999,256.894681834469,173.54126406288998,1.48030892376912,0.737328224006646,35308,210.982766413482,0.7141602320545821,0.990172198935086,0.9094479765936352,0.8212811760324,0.0073480358638045,0.0020621417036123,0.674502770105162,0.998472469693664,DERMASON,59
50501,909.986,359.921907863238,179.632623500317,2.00365557686465,0.8665514380004351,51274,253.57419081734295,0.622362713201222,0.984924133088895,0.766373396256105,0.7045255797924241,0.0071270253631262,0.0010831163984957,0.496356292581851,0.994527053743488,HOROZ,60
42824,747.535,266.988749630986,204.370661234732,1.3063947046897,0.6434770059329239,43142,233.506338808476,0.787437481612239,0.992628992628993,0.963017172758348,0.874592428075014,0.0062345588835929,0.0022501338135988,0.764911915246148,0.9992768756316228,SEKER,61
41472,759.2869999999999,293.567968569114,180.448530855532,1.6268792390676,0.788781435415576,41853,229.790753511225,0.79448275862069,0.990896709913268,0.9039677053495409,0.7827514514994709,0.0070787029458216,0.0016391887961435,0.612699834824528,0.9967886410561708,DERMASON,62
49613,870.3839999999999,329.67357513656896,196.451383271855,1.67814331284376,0.8030611229157099,51012,251.334903133142,0.642805317301962,0.972575080373245,0.822969148991772,0.762375034241141,0.0066449030523566,0.0013846597729303,0.5812156928341811,0.975363228249534,HOROZ,63
20548,524.736,183.965251489519,142.672387788614,1.28942435422112,0.631298586475376,20825,161.748342078731,0.759686483288968,0.986698679471789,0.9377729476132692,0.879233120217522,0.008952951697952,0.0033003664344398,0.773050879687439,0.9967906313210492,DERMASON,64
-37982,720.6260000000001,270.69165410673696,179.00206124086498,1.51222646393158,0.750142143856533,38363,219.909491355264,0.7094665271966529,0.9900685556395492,0.919110735562666,0.8123984911206429,0.00712684045355,0.0019149314490933,0.6599913083750971,0.998056322489649,DERMASON,65
39870,744.5089999999999,277.714132832137,183.171914235206,1.5161392727246,0.7516431319417751,40379,225.308811741998,0.7292581211589109,0.987394437702766,0.9038912775157958,0.8112976082430209,0.0069654911670965,0.0018614539259076,0.6582038091408461,0.997928644495362,DERMASON,66
49817,838.198,314.389617275521,202.597497537948,1.55179417858621,0.764675648440032,50358,251.851095689639,0.7813818524037328,0.989256920449581,0.8910338317855759,0.801079558136058,0.0063108902036558,0.0016031456669746,0.641728458463462,0.995830486076702,SIRA,67
36880,694.705,239.58275779383095,196.274723703736,1.22065008307165,0.573457091665638,37219,216.695810780534,0.7760942760942758,0.9908917488379592,0.960284518100416,0.904471643852635,0.0064962786820453,0.0026817867042668,0.8180689545334872,0.9985759373096408,SEKER,68
36143,736.997,299.89031674098703,154.194303029422,1.94488584110507,0.857688896796211,36592,214.519688759244,0.761980056079101,0.987729558373415,0.836185479509045,0.715327160578256,0.0082973277464789,0.0013400989565063,0.511692946660951,0.995184366954214,HOROZ,69
78414,1108.022,352.24477590332003,285.34739788047995,1.23444187162646,0.5863156358851049,80312,315.974375006682,0.705936369037973,0.976367168044626,0.8026139529467841,0.897030691786346,0.0044921158964383,0.0017941548595895,0.8046640620066899,0.99331101073409,BARBUNYA,70
57017,903.559,349.81190418673,210.801131901642,1.6594403503959798,0.7980337150523159,58127,269.43700399567405,0.791572955712897,0.980903882877148,0.8776092551697441,0.7702339479329109,0.0061352211478459,0.0013319889105948,0.5932603345483181,0.984480137438894,CALI,71
57512,936.819,381.290397890097,193.070234931792,1.9748792351384497,0.862322140053159,58119,270.604051515879,0.811617109552504,0.989555911147817,0.8234873916699621,0.7097059170996441,0.0066297537538269,0.001037506592879,0.5036824887662461,0.994712088167314,HOROZ,72
48433,803.54,269.40733668347303,229.058479901457,1.1761508973576298,0.526409706949681,48921,248.328030778159,0.776543209876543,0.99002473375442,0.942619095132771,0.9217567488517192,0.0055624746904687,0.0024769264737027,0.8496355040536909,0.9992995605196509,SEKER,73
63096,1010.607,402.145040450705,202.865644292296,1.982322052872,0.86343570655238,64321,283.436628392679,0.7080527875033671,0.980954898089271,0.776331284583709,0.704811945647812,0.0063735425454974,0.000970183036362,0.496759878727854,0.984738062584246,HOROZ,74
57812,941.036,0.0,215.465538703857,1.5923201587241202,0.778201712145395,58931,271.308909843059,0.7832118568293279,0.981011691639375,0.82038060045069,0.7907803034943879,0.0059345831451688,0.001431506602893,0.625333488394677,0.9957311194961208,BARBUNYA,75
68804,1058.95,0.0,228.982053586722,1.67674544829544,0.802692254045146,69932,295.979684498714,0.7644888888888891,0.983870045186753,0.771032424228777,0.7708916132505821,0.0055802659161222,0.0012156482832599,0.5942738793800849,0.99644602229143,BARBUNYA,76
33721,679.686,255.891252248693,168.176055491444,1.5215676898886,0.7537014970157809,34076,207.20740982893105,0.7513591800356508,0.989582110576359,0.9172625450814,0.809747922244532,0.0075884835043057,0.0020124918320118,0.6556916975793361,0.997679301564925,DERMASON,77
38122,710.41,246.905722977971,196.834630617705,1.2543815191622198,0.603707872440141,38481,220.31440698327896,0.7748373983739839,0.9906707206153692,0.94922115540537,0.8923017430541099,0.0064767253286283,0.0025326910029734,0.7962024006574041,0.99874157689724,SEKER,78
70966,1032.731,386.490194060094,237.08903538725,1.63014790384051,0.78974034250297,72555,300.593941275728,0.685661835748792,0.978099372889532,0.836153021819391,0.777753086353827,0.0054461318668107,0.001229234917218,0.6048998633329029,0.986076244245544,CALI,79
39025,763.613,287.77588100878,173.835705755316,1.65544747989715,0.796934081361858,39672,222.908441368401,0.669382504288165,0.983691268400887,0.8410196617235309,0.7745904228909309,0.0073741417298854,0.0016374940675105,0.5999903232343511,0.993252468560982,SIRA,80
54143,924.812,378.863582074889,182.899390098496,2.07143163173405,0.875753848279658,54773,262.558581407266,0.596814373897707,0.9884979825826592,0.7955093109658101,0.693016151009644,0.0069974619447553,0.0009956202759989,0.480271385560221,0.994849339866182,HOROZ,81
41488,754.898,278.173542417854,190.865953827871,1.45742882289379,0.727469656083926,41959,229.835076156736,0.721028849496003,0.988774756309731,0.914862473836278,0.8262291020168009,0.0067049156965352,0.0019274141194976,0.682654529019489,0.994920386671987,DERMASON,82
60192,996.209,353.956216958046,219.473666168654,1.6127502817857302,0.78455534409254,61801,276.837198867311,0.6857142857142859,0.9739648225756872,0.762162744387622,0.7821227191501041,0.0058804528335666,0.0013573446627395,0.6117159478107521,0.986545067204618,BARBUNYA,83
-82892,1101.387,423.519582481171,250.00402369921,1.69405106451697,0.8071832229971979,83670,324.871316588872,0.7543316831683171,0.990701565674674,0.8587022289580899,0.767075077581129,0.0051092938097907,0.0010911692805207,0.5884041746460961,0.996786718425446,CALI,84
56644,961.412,343.122767791233,210.502001786091,1.63002140065114,0.789703359953562,57622,268.554241768732,0.795673549655851,0.983027315955711,0.7700957046948941,0.7826768345845508,0.0060575306791757,0.0014021849606244,0.612583027395293,0.998523444329992,BARBUNYA,85
48027,832.7,311.917879468225,197.364107177688,1.5804184657922802,0.774361202578968,48676,247.285008876389,0.7013800657174151,0.9866669405867372,0.870398620514932,0.792788824090412,0.0064946359228814,0.0015825762731103,0.6285141196026579,0.99331532063122,SIRA,86
51935,861.798,333.033113389449,199.177347532116,1.67204311893826,0.801443345958457,52533,257.149170241361,0.684435951502372,0.988616679039842,0.878737249059624,0.7721429488624191,0.0064124985730133,0.0014060406724026,0.596204733477952,0.996880022090229,SIRA,87
35139,696.413,257.309927246073,174.36806574306198,1.47567116805223,0.735377438505616,35512,211.519182020092,0.7762608522764929,0.989496508222573,0.9104697538900848,0.8220405029993659,0.0073226309014506,0.0020626226001424,0.675750588571451,0.997185660349216,DERMASON,88
-47867,833.813,320.15000049229,190.979926543916,1.67635419222277,0.8025888135419,48408,246.872755256302,0.663989457622416,0.988824161295654,0.865184538474825,0.7711158984122729,0.0066883239077504,0.0014587326009334,0.594619728784167,0.996793275125705,SIRA,89
57849,938.662,364.34863993235496,203.186279955885,1.79317540540366,0.8300627993839259,58595,271.395715558268,0.7825892857142859,0.987268538271184,0.825063256817846,0.744879178384352,0.006298270323296,0.0011960364021227,0.554844990390547,0.9949343905797572,HOROZ,90
75338,1132.638,394.036699893894,248.190252598659,1.58763970691097,0.7767039574861311,77341,309.714902484943,0.7028847589192421,0.9741017054343748,0.7379750762752141,0.7860052187228821,0.0052302516644176,0.001231413944897,0.617804203859605,0.9808504851440272,BARBUNYA,91
52808,928.664,332.582478268763,202.732146208414,1.64050193562722,0.792732605319024,54100,259.301434393207,0.702682563338301,0.976118299445471,0.7694711886947521,0.7796605393735241,0.0062979563374633,0.0014354948019702,0.607870556656213,0.997212824805312,BARBUNYA,92
-41581,766.314,288.977198641022,184.107846221809,1.56960827347287,0.7707798028751209,42050,230.09253249428295,0.815073997843771,0.98884661117717,0.8897976899869839,0.7962307530709809,0.0069497414357764,0.0017230750725582,0.6339834121359821,0.995105608933197,SIRA,93
78161,1149.645,418.699730975165,242.004492614435,1.73013205850787,0.816043449084837,80292,315.46422309993403,0.6837993421052628,0.973459373287501,0.7431431200694542,0.7534378452195509,0.0053568881024445,0.0010648343726011,0.5676685866090789,0.982141620300222,BARBUNYA,94
43204,781.451,263.35127581872104,209.881626384348,1.25476098291928,0.604026103847766,44006,234.540063295672,0.729181434599156,0.981775212471027,0.889058459945118,0.890597786422415,0.0060955299467346,0.0023654712687041,0.793164417180506,0.995231763718008,SEKER,95
41626,775.039,296.057649412212,179.628338386791,1.64816783404585,0.794904684599278,42166,230.21700477841705,0.796395500114793,0.9871934734145992,0.870818066042387,0.7776087030194521,0.0071123252153032,0.0016041161817531,0.604675295011594,0.9966063712802952,DERMASON,96
-71442,1083.116,355.22700254240897,256.472427655558,1.3850494799366102,0.691897368215912,72935,301.600363983483,0.7873264271545071,0.979529718242271,0.76526795030858,0.8490355795727441,0.004972243253862,0.0015938068549174,0.7208614153804259,0.9984287284790252,BARBUNYA,97
43976,786.2710000000001,297.26917896391103,188.859763215319,1.5740207119978002,0.772252561154943,44457,236.626250063837,0.737654320987654,0.9891805564927908,0.8938838115801959,0.7959999448599531,0.0067598048700179,0.0016740409331674,0.6336159122170489,0.997324569281013,SIRA,98
226687,1839.808,720.6955205465371,405.53724088201005,1.77713770251798,0.8266594145135991,231500,537.240032645911,0.758383850549333,0.979209503239741,0.841572378843783,0.7454466100170809,0.0031792538634616,0.0006055794745726,0.555690648385958,0.9875388021833492,BOMBAY,99
43331,794.191,0.0,177.704421607341,1.7629163130569698,0.8235512286523259,43974,234.88453059518295,0.6598897417154,0.985377723200073,0.8632938627585479,0.7497638288847,0.0072298821572069,0.0014093177455835,0.5621457991038461,0.991015999556617,SIRA,100
51097,875.59,331.121510919222,198.141111846508,1.6711398650863,0.801202015579768,52042,255.06611107188,0.672045980639731,0.981841589485416,0.83753638063346,0.7703096979830579,0.0064802534575263,0.001407450784167,0.59337703080675,0.991616011207702,SIRA,101
27606,624.004,238.286199123976,148.17351221086798,1.60815651575342,0.7831522361290508,27973,187.480801342321,0.698002528445006,0.986880205912845,0.8909197785539169,0.7867883328181259,0.0086316814867773,0.0020403600608591,0.6190358806587261,0.9955065849664828,DERMASON,102
41262,737.909,0.0,196.810634903161,1.3592890584537398,0.677330686170201,41576,229.208224317676,0.757100917431193,0.992447565903406,0.9522577681172,0.856780972849805,0.0064835088607241,0.0021551084235505,0.734073635437458,0.997818260749493,SEKER,103
71153,1049.648,381.641962532018,237.989804183448,1.60360635549681,0.7817480284779641,72426,300.989722958345,0.6905577608043709,0.982423439096457,0.811550808278083,0.788670409724907,0.0053636805550295,0.0012800438707243,0.622001015175653,0.997444781061147,BARBUNYA,104
50248,851.074,326.880556642313,196.769888563486,1.66123261556276,0.7985242381845219,50903,252.938215072085,0.789070351758794,0.98713238905369,0.871754098891533,0.7737940049730809,0.0065053446235136,0.0014386379547632,0.59875716213228,0.994674926535944,SIRA,105
42177,751.217,272.118314807348,197.531685693667,1.37759323954411,0.6877963721955059,42504,231.735677612005,0.730337662337662,0.9923066064370408,0.939192757324922,0.851598973689319,0.0064518176922812,0.0020931597132548,0.7252208119887019,0.999059287772326,SEKER,106
41043,797.806,331.237460197179,158.545219676138,2.0892301948542,0.878008413719067,41600,228.599148367979,0.6196105072463771,0.986610576923077,0.8103159086327791,0.6901367624057329,0.0080704982627288,0.0011293297259351,0.476288750823868,0.9950768396906128,HOROZ,107
-39984,729.801,254.43181512716305,200.581162111357,1.2684731330149,0.615227815485054,40353,225.630693737999,0.8208918452820891,0.9908556984610808,0.943381150769834,0.886802201309733,0.0063633407144648,0.002427571276202,0.7864181442477879,0.997550287293755,SEKER,108
52990,916.034,0.0,183.692460346886,2.00643487251326,0.8669492415242049,53678,259.747884448587,0.64300448974639,0.987182830954954,0.793561512673807,0.7047508699001059,0.0069554058927675,0.0010583875538861,0.496673788624956,0.996543609760392,HOROZ,109
